"GEO_ID";"GEO_NAME";"VARIABLE";VALUE;"UNIT";"STATUS";"STATUS_DESC";"DESC_VAL";"PERIOD_REF";"SOURCE";"LAST_UPDATE";"GEOM_CODE";"GEOM";"GEOM_PERIOD";"MAP_ID";"MAP_URL"
"905";"Rüderswil";"Steuerbares Einkommen, in Mio. Franken";59;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"905";"Rüderswil";"Steuerbares Einkommen pro Einwohner/-in, in Franken";24726;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"906";"Schangnau";"Steuerbares Einkommen, in Mio. Franken";17;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"906";"Schangnau";"Steuerbares Einkommen pro Einwohner/-in, in Franken";17980;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"907";"Signau";"Steuerbares Einkommen, in Mio. Franken";63;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"907";"Signau";"Steuerbares Einkommen pro Einwohner/-in, in Franken";24184;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"908";"Trub";"Steuerbares Einkommen, in Mio. Franken";21;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"908";"Trub";"Steuerbares Einkommen pro Einwohner/-in, in Franken";16172;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"909";"Trubschachen";"Steuerbares Einkommen, in Mio. Franken";30;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"909";"Trubschachen";"Steuerbares Einkommen pro Einwohner/-in, in Franken";20601;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"921";"Amsoldingen";"Steuerbares Einkommen, in Mio. Franken";26;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"921";"Amsoldingen";"Steuerbares Einkommen pro Einwohner/-in, in Franken";32399;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"922";"Blumenstein";"Steuerbares Einkommen, in Mio. Franken";33;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"922";"Blumenstein";"Steuerbares Einkommen pro Einwohner/-in, in Franken";26358;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"923";"Buchholterberg";"Steuerbares Einkommen, in Mio. Franken";39;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"923";"Buchholterberg";"Steuerbares Einkommen pro Einwohner/-in, in Franken";25366;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"924";"Eriz";"Steuerbares Einkommen, in Mio. Franken";10;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"924";"Eriz";"Steuerbares Einkommen pro Einwohner/-in, in Franken";21382;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"925";"Fahrni";"Steuerbares Einkommen, in Mio. Franken";24;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"925";"Fahrni";"Steuerbares Einkommen pro Einwohner/-in, in Franken";29039;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"927";"Heiligenschwendi";"Steuerbares Einkommen, in Mio. Franken";18;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"927";"Heiligenschwendi";"Steuerbares Einkommen pro Einwohner/-in, in Franken";25442;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"928";"Heimberg";"Steuerbares Einkommen, in Mio. Franken";211;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"928";"Heimberg";"Steuerbares Einkommen pro Einwohner/-in, in Franken";30290;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"929";"Hilterfingen";"Steuerbares Einkommen, in Mio. Franken";190;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"929";"Hilterfingen";"Steuerbares Einkommen pro Einwohner/-in, in Franken";46440;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"931";"Homberg";"Steuerbares Einkommen, in Mio. Franken";;"Franken";"O";"Fehlender Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"931";"Homberg";"Steuerbares Einkommen pro Einwohner/-in, in Franken";;"Franken";"O";"Fehlender Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"932";"Horrenbach-Buchen";"Steuerbares Einkommen, in Mio. Franken";;"Franken";"O";"Fehlender Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"932";"Horrenbach-Buchen";"Steuerbares Einkommen pro Einwohner/-in, in Franken";;"Franken";"O";"Fehlender Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"934";"Oberhofen am Thunersee";"Steuerbares Einkommen, in Mio. Franken";106;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"934";"Oberhofen am Thunersee";"Steuerbares Einkommen pro Einwohner/-in, in Franken";43301;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"935";"Oberlangenegg";"Steuerbares Einkommen, in Mio. Franken";;"Franken";"O";"Fehlender Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"935";"Oberlangenegg";"Steuerbares Einkommen pro Einwohner/-in, in Franken";;"Franken";"O";"Fehlender Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"936";"Pohlern";"Steuerbares Einkommen, in Mio. Franken";6;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"936";"Pohlern";"Steuerbares Einkommen pro Einwohner/-in, in Franken";26807;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"938";"Sigriswil";"Steuerbares Einkommen, in Mio. Franken";162;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"938";"Sigriswil";"Steuerbares Einkommen pro Einwohner/-in, in Franken";33396;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"939";"Steffisburg";"Steuerbares Einkommen, in Mio. Franken";508;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"939";"Steffisburg";"Steuerbares Einkommen pro Einwohner/-in, in Franken";31774;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"940";"Teuffenthal (BE)";"Steuerbares Einkommen, in Mio. Franken";;"Franken";"O";"Fehlender Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"940";"Teuffenthal (BE)";"Steuerbares Einkommen pro Einwohner/-in, in Franken";;"Franken";"O";"Fehlender Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"941";"Thierachern";"Steuerbares Einkommen, in Mio. Franken";74;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"941";"Thierachern";"Steuerbares Einkommen pro Einwohner/-in, in Franken";29479;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"942";"Thun";"Steuerbares Einkommen, in Mio. Franken";1393;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"942";"Thun";"Steuerbares Einkommen pro Einwohner/-in, in Franken";32038;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"943";"Uebeschi";"Steuerbares Einkommen, in Mio. Franken";18;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"943";"Uebeschi";"Steuerbares Einkommen pro Einwohner/-in, in Franken";25056;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"944";"Uetendorf";"Steuerbares Einkommen, in Mio. Franken";177;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"944";"Uetendorf";"Steuerbares Einkommen pro Einwohner/-in, in Franken";30408;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"945";"Unterlangenegg";"Steuerbares Einkommen, in Mio. Franken";25;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"945";"Unterlangenegg";"Steuerbares Einkommen pro Einwohner/-in, in Franken";24386;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"946";"Wachseldorn";"Steuerbares Einkommen, in Mio. Franken";;"Franken";"O";"Fehlender Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"946";"Wachseldorn";"Steuerbares Einkommen pro Einwohner/-in, in Franken";;"Franken";"O";"Fehlender Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"947";"Zwieselberg";"Steuerbares Einkommen, in Mio. Franken";;"Franken";"O";"Fehlender Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"947";"Zwieselberg";"Steuerbares Einkommen pro Einwohner/-in, in Franken";;"Franken";"O";"Fehlender Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"948";"Forst-Längenbühl";"Steuerbares Einkommen, in Mio. Franken";21;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"948";"Forst-Längenbühl";"Steuerbares Einkommen pro Einwohner/-in, in Franken";27903;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"951";"Affoltern im Emmental";"Steuerbares Einkommen, in Mio. Franken";27;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"951";"Affoltern im Emmental";"Steuerbares Einkommen pro Einwohner/-in, in Franken";24317;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"952";"Dürrenroth";"Steuerbares Einkommen, in Mio. Franken";22;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"952";"Dürrenroth";"Steuerbares Einkommen pro Einwohner/-in, in Franken";21190;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"953";"Eriswil";"Steuerbares Einkommen, in Mio. Franken";28;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"953";"Eriswil";"Steuerbares Einkommen pro Einwohner/-in, in Franken";20666;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"954";"Huttwil";"Steuerbares Einkommen, in Mio. Franken";121;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"954";"Huttwil";"Steuerbares Einkommen pro Einwohner/-in, in Franken";24195;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"955";"Lützelflüh";"Steuerbares Einkommen, in Mio. Franken";108;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"955";"Lützelflüh";"Steuerbares Einkommen pro Einwohner/-in, in Franken";25645;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"956";"Rüegsau";"Steuerbares Einkommen, in Mio. Franken";89;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"956";"Rüegsau";"Steuerbares Einkommen pro Einwohner/-in, in Franken";27312;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"957";"Sumiswald";"Steuerbares Einkommen, in Mio. Franken";119;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"957";"Sumiswald";"Steuerbares Einkommen pro Einwohner/-in, in Franken";23686;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"958";"Trachselwald";"Steuerbares Einkommen, in Mio. Franken";21;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"958";"Trachselwald";"Steuerbares Einkommen pro Einwohner/-in, in Franken";22250;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"959";"Walterswil (BE)";"Steuerbares Einkommen, in Mio. Franken";13;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"959";"Walterswil (BE)";"Steuerbares Einkommen pro Einwohner/-in, in Franken";24689;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"960";"Wyssachen";"Steuerbares Einkommen, in Mio. Franken";22;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"960";"Wyssachen";"Steuerbares Einkommen pro Einwohner/-in, in Franken";19764;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"971";"Attiswil";"Steuerbares Einkommen, in Mio. Franken";48;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"971";"Attiswil";"Steuerbares Einkommen pro Einwohner/-in, in Franken";31516;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"972";"Berken";"Steuerbares Einkommen, in Mio. Franken";;"Franken";"O";"Fehlender Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"972";"Berken";"Steuerbares Einkommen pro Einwohner/-in, in Franken";;"Franken";"O";"Fehlender Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"973";"Bettenhausen";"Steuerbares Einkommen, in Mio. Franken";19;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"973";"Bettenhausen";"Steuerbares Einkommen pro Einwohner/-in, in Franken";29161;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"975";"Farnern";"Steuerbares Einkommen, in Mio. Franken";7;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"975";"Farnern";"Steuerbares Einkommen pro Einwohner/-in, in Franken";29041;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"976";"Graben";"Steuerbares Einkommen, in Mio. Franken";9;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"976";"Graben";"Steuerbares Einkommen pro Einwohner/-in, in Franken";25857;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"977";"Heimenhausen";"Steuerbares Einkommen, in Mio. Franken";33;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"977";"Heimenhausen";"Steuerbares Einkommen pro Einwohner/-in, in Franken";29230;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
"979";"Herzogenbuchsee";"Steuerbares Einkommen, in Mio. Franken";204;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27600";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27600_de.html"
